 Year,Date (YYYY-MM-DD), Region, Site,Latitude,Longitude, Quadrat (m2), Replicate, length (mm), frequency
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,3,11,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,3,12,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,3,13,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,3,14,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,3,15,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,3,16,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,3,17,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,3,18,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,3,19,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,3,20,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,1,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,2,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,3,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,4,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,5,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,6,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,7,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,8,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,9,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,10,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,11,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,12,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,13,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,14,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,15,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,16,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,17,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,18,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,19,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,4,20,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,1,662
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,2,406
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,3,213
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,4,133
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,5,97
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,6,70
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,7,73
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,8,49
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,9,36
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,10,29
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,11,25
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,12,10
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,13,16
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,14,8
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,15,9
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,16,15
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,17,4
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,18,9
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,19,6
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,20,7
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,21,7
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,22,6
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,23,6
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,24,3
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,25,7
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,26,7
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,27,6
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,28,5
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,29,3
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,30,3
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,31,3
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,32,2
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,33,3
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,34,1
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,5,35,1
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,1,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,2,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,3,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,4,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,5,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,6,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,7,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,8,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,9,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,10,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,11,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,12,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,13,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,14,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,15,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,16,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,17,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,18,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,19,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,6,20,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,1,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,2,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,3,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,4,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,5,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,6,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,7,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,8,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,9,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,10,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,11,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,12,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,13,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,14,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,15,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,16,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,17,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,18,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,19,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,7,20,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,1,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,2,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,3,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,4,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,5,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,6,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,7,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,8,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,9,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,10,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,11,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,12,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,13,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,14,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,15,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,16,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,17,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,18,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,19,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,8,20,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,1,239
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,2,1074
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,3,119
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,4,56
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,5,11
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,6,13
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,7,12
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,8,16
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,9,18
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,10,15
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,11,24
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,12,12
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,13,23
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,14,14
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,15,21
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,16,17
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,17,16
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,18,15
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,19,23
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,20,12
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,21,16
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,22,9
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,23,7
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,24,7
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,25,5
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,26,3
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,9,27,3
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,1,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,2,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,3,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,4,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,5,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,6,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,7,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,8,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,9,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,10,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,11,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,12,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,13,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,14,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,15,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,16,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,17,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,18,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,19,0
2021,4/27/2021,Kachemak Bay,Bluff Point,59.657,-151.671,0.0625,10,20,0
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,1,0
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,2,26
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,3,23
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,4,28
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,5,35
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,6,8
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,7,29
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,8,31
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,9,33
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,10,29
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,11,28
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,12,29
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,13,31
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,14,21
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,15,31
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,16,25
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,17,29
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,18,14
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,19,23
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,20,14
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,21,17
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,22,11
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,23,6
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,24,2
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,25,0
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,26,0
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,27,0
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,28,0
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,29,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,30,0
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,31,0
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,1,32,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,1,36
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,2,16
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,3,11
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,4,10
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,5,7
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,6,11
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,7,19
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,8,30
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,9,29
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,10,28
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,11,40
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,12,38
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,13,28
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,14,20
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,15,24
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,16,35
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,17,23
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,18,23
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,19,24
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,20,19
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,21,16
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,22,13
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,23,8
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,24,8
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,25,11
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,26,5
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,27,3
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,28,2
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,29,2
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,30,4
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,31,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,32,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,33,0
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,34,0
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,2,35,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,1,28
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,2,11
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,3,4
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,4,14
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,5,12
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,6,15
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,7,24
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,8,33
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,9,33
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,10,37
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,11,46
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,12,34
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,13,43
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,14,39
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,15,24
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,16,34
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,17,38
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,18,18
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,19,17
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,20,18
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,21,15
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,22,11
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,23,7
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,24,12
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,25,8
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,26,6
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,27,4
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,28,2
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,29,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,3,30,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,1,4
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,2,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,3,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,4,3
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,5,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,6,2
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,7,2
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,8,8
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,9,12
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,10,9
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,11,9
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,12,5
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,13,5
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,14,5
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,15,7
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,16,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,17,4
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,18,2
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,19,3
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,20,4
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,21,2
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,22,2
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,23,2
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,24,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,25,1
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,26,0
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,4,27,2
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,5,1,9
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,5,2,6
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,5,3,5
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,5,4,7
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,5,5,8
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,5,6,14
2021,4/28/2021,Kachemak Bay,Outside Beach,59.465,-151.707,0.0625,5,7,13
