Region,BlockNumber,BlockName,SiteID,SiteName,SampleDate,YearSample,SiteSurveyed,TransectNumber,TransectSampled,TransectPosition,VerticalLength,DistanceCross,QuadratMultiplier,QuadratPosition,QuadratPosition_Overridden,QuadratLength,QuadratHeight,Area,CoreQualifier,QuadQualifier,Primary,Numadd,CoreCount,Notes
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/17/2012,2012,Yes,4,Y,17.6,7.7,0,0.91,7,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/17/2012,2012,Yes,5,Y,22.6,7.2,0,0.05,0.36,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/17/2012,2012,Yes,6,Y,27.6,11.8,0,0.57,6.72,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/17/2012,2012,Yes,7,Y,32.6,13.6,0,0.75,10.2,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/17/2012,2012,Yes,8,Y,37.6,4.5,0,0.29,1.31,UNK,25,50,0.125,No Mussels,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/17/2012,2012,Yes,9,Y,42.6,3.3,0,0.3,1,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/17/2012,2012,Yes,10,Y,47.6,4.2,0,0.13,0.55,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/20/2013,2013,Yes,1,Y,1.93,1.7,0,0.58,3.2,UNK,100,100,1,Mussels Present,Mussels Present,Y,0,1,"distance of mussel band revised post-sampling based on map. Quad sampled off tx. With gaps, mussels extend to 8.3m This interpretation of the gap rule was used often, but not by all observers. The length of each segment of continuous mussels was summed and the random proportion multiplied by that value. The resulting quad position was placed that many meters into the mussels only- sometimes the observer recorded the absolute value- number of meters from the horizontal- and sometimes not. the value from the horizontal is what is recorded in the quad/core position, but at times is impossible to determine. quad/core sample outside bed area based on gap rule."
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/20/2013,2013,Yes,2,Y,6.93,1.7,0,0.46,4.8,UNK,25,50,0.125,No Mussels,Mussels Present,Y,0,1,distance of mussel band revised post-sampling based on map. Quad sampled off tx. With gap mussels extend to 8.5m. See notes on tx 1 and field data sheet if you need to determine how the quad placement was determined.. quad/core sample outside bed area based on gap rule.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/20/2013,2013,Yes,3,Y,11.93,1.4,0,0.48,4.5,UNK,50,50,0.25,No Mussels,Mussels Present,Y,0,1,distance of mussel band revised post-sampling based on map. Quad sampled off tx. With gaps mussels extend to 6.5m. See notes on tx 1 and field data sheet if you need to determine how the quad placement was determined. quad/core sample outside bed area based on gap rule.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/20/2013,2013,Yes,4,Y,16.93,6,0,0.67,4.02,UNK,25,50,0.125,No Mussels,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/20/2013,2013,Yes,5,Y,21.93,0,0,0.12,0,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,distance revised based on map. Quad sampled off tx. With gaps mussels extend to 10.4m. Map shows mussels starting at 1.3 so distance should be 0 based on gap rule. See notes on tx 1 and the field data sheet itself for an explanation on how the original observers were calculating bed lengths & sampling positions if you need that information. quad/core sample outside bed area based on gap rule.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/20/2013,2013,Yes,6,Y,26.93,2.2,0,0.43,0,UNK,50,100,0.5,Mussels Present,Mussels Present,Y,0,1,distance of mussel band revised post-sampling based on map. Quad sampled off tx. With gaps mussels extend to 10.3m. See notes on tx 1 and field data sheet if you need to determine how the quad placement was determined. quad/core sample outside bed area based on gap rule.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/20/2013,2013,Yes,7,Y,31.93,1.6,0,0.25,0,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,0,1,"distance of mussel band revised post-sampling based on map. Quad maybe sampled off tx. With gaps mussels extend to 16.1m. See notes on tx 1 and field data sheet if you need to determine how the quad placement was determined. it's difficult to determine where this quad was sampled- if at 0, then it was within the 'rules' if it was at 6.4 then it was sampled outside the bed as defined by the gap rule."
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/20/2013,2013,Yes,8,Y,36.93,1.7,0,0.22,0.36,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/20/2013,2013,Yes,9,Y,41.93,2.7,0,0.86,2.3,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/20/2013,2013,Yes,10,Y,46.93,3.8,0.6,0.27,1.03,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/26/2014,2014,Yes,1,Y,3.41,6.5,0,0.65,4.2,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/26/2014,2014,Yes,2,Y,8.41,4.1,0,0.46,1.9,UNK,100,100,1,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/26/2014,2014,Yes,3,Y,13.41,7.4,0,0.28,2.1,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,4,5,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/26/2014,2014,Yes,4,Y,18.41,6.4,0.5,0.34,2.2,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/26/2014,2014,Yes,5,Y,23.41,1.6,0,0.67,1.1,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/26/2014,2014,Yes,6,Y,28.41,0,0,0.83,0.83,UNK,50,100,0.5,No Mussels,Mussels Present,Y,8,9,first mussel at 2.1m so quad/core sampled at random number
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/26/2014,2014,Yes,7,Y,33.41,5.9,0,0.76,4.5,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/26/2014,2014,Yes,8,Y,38.41,1.7,0,0.59,1,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,4,5,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/26/2014,2014,Yes,9,Y,43.41,2.2,0,0.24,0.5,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/26/2014,2014,Yes,10,Y,48.41,2.4,0,0.01,0,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/2/2015,2015,Yes,1,Y,4.2,8.7,0,0.08,0.7,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,8,9,site notes: more detailed substrate info available on data sheet tx sketches
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/2/2015,2015,Yes,2,Y,9.2,2.2,0,0.51,1.1,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,7,8,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/2/2015,2015,Yes,3,Y,14.2,6.7,2.8,0.1,0.67,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/2/2015,2015,Yes,4,Y,19.2,7.7,0.42,0.42,3.2,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/2/2015,2015,Yes,5,Y,24.2,6.8,0,0.23,1.6,UNK,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/2/2015,2015,Yes,6,Y,29.2,15.5,0,0.22,3.4,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/2/2015,2015,Yes,7,Y,34.2,3.9,0.1,0.15,0.7,UNK,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,7,8,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/2/2015,2015,Yes,8,Y,39.2,1.1,0.56,0.49,2.3,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,4,5,. quad/core sampled outside area of bed according to gap rule
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/2/2015,2015,Yes,9,Y,44.2,2.4,0.1,0.57,1.4,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/2/2015,2015,Yes,10,Y,49.2,6.6,1,0.4,2.6,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,4,5,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/3/2016,2016,Yes - Site Surveyed,1,Y,2.3,4.4,1.3,0.31,1.36,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,8,9,"First half of site transect curved ~30m. Second half of transect curved ~20m. New bolt map needed. Start and End. All core mussels measured and entered on 03, June 2016."
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/3/2016,2016,Yes - Site Surveyed,2,Y,7.3,2.3,0,0.25,0.58,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/3/2016,2016,Yes - Site Surveyed,3,Y,12.3,1.4,0.3,0.81,1.13,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/3/2016,2016,Yes - Site Surveyed,4,Y,17.3,4.3,0,0.05,0.22,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/3/2016,2016,Yes - Site Surveyed,5,Y,22.3,7.2,0.4,0.41,3,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/3/2016,2016,Yes - Site Surveyed,6,Y,27.3,2.7,0.95,0.98,2.7,No,100,100,1,Mussels Present,Mussels Present,Y,7,8,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/3/2016,2016,Yes - Site Surveyed,7,Y,32.7,1.6,0,0.52,0.83,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,6,7,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/3/2016,2016,Yes - Site Surveyed,8,Y,37.3,1.7,0,0.08,0.14,No,25,25,0.0625,No Mussels,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/3/2016,2016,Yes - Site Surveyed,9,Y,42.3,1.5,0,0.69,1.03,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,4,5,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/3/2016,2016,Yes - Site Surveyed,10,Y,47.3,6.05,0.3,0.15,0.91,No,100,100,1,Mussels Present,Mussels Present,Y,2,3,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/26/2017,2017,Yes - Site Surveyed,1,Y,0.33,7.1,1.5,0.7,4.97,No,25,25,0.0625,Mussels Present,Mussels Present,Y,6,7,No mussels in primary.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/26/2017,2017,Yes - Site Surveyed,2,Y,5.33,1.83,0.5,0.06,0.1,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,No mussels in primary.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/26/2017,2017,Yes - Site Surveyed,3,Y,10.33,2.75,1,0.2,0.55,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,No mussels in additional cores.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/26/2017,2017,Yes - Site Surveyed,4,Y,15.33,2.95,0,0.29,0.85,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,5,6,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/26/2017,2017,Yes - Site Surveyed,5,Y,20.33,14.5,0,0.94,13.63,No,25,50,0.125,Mussels Present,Mussels Present,Y,2,3,No mussels in primary.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/26/2017,2017,Yes - Site Surveyed,6,Y,25.33,5.65,0,0.85,4.8,No,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,First mussel of continuous bed as .4m below H.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/26/2017,2017,Yes - Site Surveyed,7,Y,30.33,3.6,0,0.31,1.11,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,8,9,No mussels in primary.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/26/2017,2017,Yes - Site Surveyed,8,Y,35.33,1.82,0,0.69,1.25,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,5,6,No mussels in primary.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/26/2017,2017,Yes - Site Surveyed,9,Y,40.33,1.45,0,0.29,0.42,No,25,25,0.0625,No Mussels,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/26/2017,2017,Yes - Site Surveyed,10,Y,45.33,2.92,0,0.32,0.93,No,25,25,0.0625,Mussels Present,Mussels Present,Y,2,3,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/31/2018,2018,Yes - Site Surveyed,1,Y,3.68,4.6,0.8,0.7,3.22,Yes,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,"Quad position correct, not changed"
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/31/2018,2018,Yes - Site Surveyed,2,Y,8.68,6.2,3.6,0.53,3.28,No,50,100,0.5,No Mussels,Mussels Present,Y,8,9,no mussels in primary core
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/31/2018,2018,Yes - Site Surveyed,3,Y,13.68,4.9,1.3,0.57,2.79,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,4,5,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/31/2018,2018,Yes - Site Surveyed,4,Y,18.68,12.7,0.4,0.28,3.55,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,3,4,no mussels in primary core
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/31/2018,2018,Yes - Site Surveyed,5,Y,23.68,9.8,0,0.3,2.94,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/31/2018,2018,Yes - Site Surveyed,6,Y,28.68,0.8,0.8,0.77,0.61,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,no mussels in primary core
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/31/2018,2018,Yes - Site Surveyed,7,Y,33.68,7.7,0,0.01,0.77,Yes,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,Quad position changed to match field datasheet.
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/31/2018,2018,Yes - Site Surveyed,8,Y,38.68,3,0.6,0.76,2.2,Yes,25,25,0.0625,Mussels Present,Mussels Present,Y,3,4,Quad position changed to match field datasheet. no mussels in primary core
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/31/2018,2018,Yes - Site Surveyed,9,Y,43.68,1.3,0,0.81,1.05,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,8,9,no mussels in primary core
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/31/2018,2018,Yes - Site Surveyed,10,Y,48.68,7.4,0,0.7,5.1,Yes,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,Quad position changed to match field datasheet. no mussels in primary core
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/6/2019,2019,Yes - Site Surveyed,1,Y,3.35,0.8,0.2,0.53,0.42,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,7,8,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/6/2019,2019,Yes - Site Surveyed,2,Y,8.35,3.1,0,0.57,1.76,No,25,50,0.125,Mussels Present,Mussels Present,Y,4,5,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/6/2019,2019,Yes - Site Surveyed,3,Y,13.35,2.1,0,0.28,0.58,No,25,25,0.0625,Mussels Present,Mussels Present,Y,3,4,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/6/2019,2019,Yes - Site Surveyed,4,Y,18.35,14.6,0,0.3,4.38,No,25,50,0.125,Mussels Present,Mussels Present,Y,5,6,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/6/2019,2019,Yes - Site Surveyed,5,Y,23.35,0,0,0.77,0,No,50,100,0.5,No Mussels,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/6/2019,2019,Yes - Site Surveyed,6,Y,28.35,3.1,0,0.01,0.03,No,50,50,0.25,No Mussels,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/6/2019,2019,Yes - Site Surveyed,7,Y,33.35,1.9,0,0.76,1.44,No,6.25,12.5,0.0078,Mussels Present,Mussels Present,Y,2,3,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/6/2019,2019,Yes - Site Surveyed,8,Y,38.35,1.9,0,0.81,1.53,No,25,25,0.0625,Mussels Present,Mussels Present,Y,3,4,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/6/2019,2019,Yes - Site Surveyed,9,Y,43.35,1.6,0,0.7,1.12,No,25,25,0.0625,Mussels Present,Mussels Present,Y,4,5,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,6/6/2019,2019,Yes - Site Surveyed,10,Y,48.35,5.3,0,0.04,0.21,No,25,50,0.125,Mussels Present,Mussels Present,Y,3,4,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/28/2021,2021,Yes - Site Surveyed,1,Y,4.09,0,0,0.79,0,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/28/2021,2021,Yes - Site Surveyed,2,Y,9.09,0,0,0.37,0,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/28/2021,2021,Yes - Site Surveyed,3,Y,14.09,2.5,0,0.96,2.4,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/28/2021,2021,Yes - Site Surveyed,4,Y,19.09,1.6,0,0.87,1.39,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/28/2021,2021,Yes - Site Surveyed,5,Y,24.09,2.8,0,0.05,0.14,No,50,100,0.5,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/28/2021,2021,Yes - Site Surveyed,6,Y,29.09,4.4,0,0.94,4.13,No,50,100,0.5,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/28/2021,2021,Yes - Site Surveyed,7,Y,34.09,0,0,0.36,0,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/28/2021,2021,Yes - Site Surveyed,8,Y,39.09,1.4,0,0.52,0.72,No,50,100,0.5,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/28/2021,2021,Yes - Site Surveyed,9,Y,44.09,6,0.2,0.76,4.56,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/28/2021,2021,Yes - Site Surveyed,10,Y,49.09,6,0.2,0.05,0.3,No,50,100,0.5,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/30/2022,2022,Yes - Site Surveyed,1,Y,1.96,3,0.3,0.86,2.58,No,50,100,0.5,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/30/2022,2022,Yes - Site Surveyed,2,Y,6.96,2.6,0,0.79,2.05,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,2,3,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/30/2022,2022,Yes - Site Surveyed,3,Y,11.96,1.7,0,0.37,0.62,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/30/2022,2022,Yes - Site Surveyed,4,Y,16.96,0,0,0.96,0,No,50,100,0.5,No Mussels,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/30/2022,2022,Yes - Site Surveyed,5,Y,21.96,0.9,0.74,0.87,0.78,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/30/2022,2022,Yes - Site Surveyed,6,Y,26.96,3.7,0,0.05,0.18,No,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/30/2022,2022,Yes - Site Surveyed,7,Y,31.96,1.7,0,0.94,1.59,No,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/30/2022,2022,Yes - Site Surveyed,8,Y,36.96,0,0,0.36,0,No,25,25,0.0625,No Mussels,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/30/2022,2022,Yes - Site Surveyed,9,Y,41.96,1.4,0.7,0.52,0.72,No,25,50,0.125,No Mussels,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_04,Johnson,5/30/2022,2022,Yes - Site Surveyed,10,Y,46.96,1.5,0,0.76,1.14,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/23/2010,2010,Yes,1,Y,2.57,10.7,0,0.22,2.35,UNK,.,.,0.0652,Mussels Present,Mussels Present,Y,0,1,quad sz 1/16
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/23/2010,2010,Yes,2,Y,7.57,9.85,0,0.61,6.1,UNK,.,.,0.0156,Mussels Present,Mussels Present,Y,0,1,quad sz 1/64
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/23/2010,2010,Yes,3,Y,12.57,10.8,0,0.53,5.72,UNK,.,.,0.0625,Mussels Present,Mussels Present,Y,0,1,quad sz 1/16
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/23/2010,2010,Yes,4,Y,17.57,9.2,0,0.01,0.89,UNK,.,.,0.25,No Mussels,Mussels Present,Y,0,1,quad sz .25. field data sheet says bare rock for core.
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/23/2010,2010,Yes,5,Y,22.57,10.6,0,0.17,1.8,UNK,.,.,0.0625,Mussels Present,Mussels Present,Y,0,1,quad sz 1/16
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/23/2010,2010,Yes,6,Y,27.57,8.5,0,0.89,7.6,UNK,.,.,0.25,Mussels Present,Mussels Present,Y,0,1,quad sz .25
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/23/2010,2010,Yes,7,Y,32.57,9.7,0,0.77,7.47,UNK,.,.,0.0625,Mussels Present,Mussels Present,Y,0,1,quad sz 1/16
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/23/2010,2010,Yes,8,Y,37.57,7.5,0,0.4,3.87,UNK,.,.,0.0625,Mussels Present,Mussels Present,Y,0,1,quad sz 1/16.
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/23/2010,2010,Yes,9,Y,42.57,8,0,0.6,4.8,UNK,.,.,0.0625,Mussels Present,Mussels Present,Y,0,1,quad sz 1/16
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/23/2010,2010,Yes,10,Y,47.57,3.3,0,0.84,4.4,UNK,.,.,0.0625,Mussels Present,Mussels Present,Y,0,1,"""quad sz 1/16. 2 values for vert distance- poss 0 mussels in first meter, gap rule not applied"""
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/17/2011,2011,Yes,1,Y,0.7,5.4,0,0.06,0.32,UNK,.,.,0.25,Mussels Present,Mussels Present,Y,0,1,"extensive shell rubble on lower end of band, shells show obvious drill hole, nucella also found at end of band mainly under algae and rocks. Moderate barnacle recruitment (i.e. high enough to settle on mussels but not high enough to cover them. No mussel feding stars seen, dermasterias at lower tidal height. 2 pycnopodia seen at lower tidal height- small littorine snails hight in zone. lottia spp limpets."
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/17/2011,2011,Yes,2,Y,5.7,10.8,2.7,0.45,2.16,UNK,.,.,0.0625,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/17/2011,2011,Yes,3,Y,10.7,11.2,2.25,0.03,1.91,UNK,.,.,0.25,Mussels Present,Mussels Present,Y,0,1,Note that sampled quad is above horizontal tx.
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/17/2011,2011,Yes,4,Y,15.7,5.9,0,0.97,5.2,UNK,.,.,0.125,Mussels Present,Mussels Present,Y,0,1,nucella killers
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/17/2011,2011,Yes,5,Y,20.7,6.2,0,0.62,3.96,UNK,.,.,0.125,No Mussels,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/17/2011,2011,Yes,6,Y,25.7,9.25,0,0.88,8.15,UNK,.,.,1,No Mussels,Mussels Present,Y,0,1,nucella at low end of band
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/17/2011,2011,Yes,7,Y,30.7,7.6,0,0.52,4,UNK,.,.,0.0625,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/17/2011,2011,Yes,8,Y,35.7,8,0.1,0.17,0.56,UNK,.,.,1,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/17/2011,2011,Yes,9,Y,40.7,6,0,0.33,2,UNK,.,.,0.0625,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/17/2011,2011,Yes,10,Y,45.7,4.8,0,0.37,1.65,UNK,.,.,0.0625,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/21/2012,2012,Yes,1,Y,2.6,11.8,1.2,0.55,6.49,UNK,50,75,0.375,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/21/2012,2012,Yes,2,Y,7.6,13.5,1.9,0.32,4.32,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/21/2012,2012,Yes,3,Y,12.6,9.6,1.4,0.72,6.9,UNK,50,100,0.5,Mussels Present,Mussels Present,Y,0,1,
PWS,8,WPWS,PWS_B08_MI_05,Herring,6/21/2012,2012,Yes,4,Y,17.6,6.4,0,0.91,5.8,UNK,50,100,0.5,Mussels Present,Mussels Present,Y,0,1,
